0,1,2,3,4,5,6,7,8,target
7.547600165045818,0.15126078657967712,557.1324656897227,354.00859857853914,0.30102869661496534,55.28259427196496,9635.21168257439,2.0,1.0,9461.469590308567
3.1404911396112487,0.7944972101860429,837.1161892967144,104.51577354838805,0.11062216617553633,88.51624313399921,9425.041942245705,2.0,5.0,10257.27193794947
2.0644470848439744,0.2365000317530258,313.75735440136754,259.1279931632771,0.729963651085874,88.35046540334807,9115.661199078548,1.0,5.0,8719.214483268821
9.099262353010593,0.4539534452786588,661.4098259472474,466.07022573918755,0.43275009929110597,21.516151757788847,9584.31001599376,3.0,2.0,9165.197337610178
5.264563751481893,0.6838687205071539,344.1545107528039,485.4410529377703,0.08559937891747083,90.30820451794813,9193.271575490537,2.0,1.0,9458.427536799116
7.6882660608457165,0.8718564925499669,824.1734059953351,462.94082605006685,0.7688158226184295,6.705479358604527,9118.35936756542,3.0,2.0,7441.792935798948
5.25253937930228,0.8972713839095557,526.5740946648456,250.15140752947426,0.7701155268812512,56.625499854625936,9360.889133935774,2.0,3.0,8806.50811447214
2.282010582388673,0.838755302662566,987.0224279829862,311.90687098996636,0.4931605435153349,58.570037231851536,9340.238353908962,3.0,6.0,9118.925553525685
5.052074465660982,0.505892826244615,178.8424812916546,381.7345394278899,0.23311383168613942,6.549088424461836,9488.742340902503,3.0,4.0,8860.349161512835
6.0893179196351905,0.8141415067804827,69.89188084904208,393.4897560840165,0.9124818788562498,61.485332788854905,9940.104060342805,2.0,5.0,7952.540140291352
4.6043508561657776,0.21111435896609876,866.1301172845269,183.4777112760479,0.7464540029925096,12.47486498892727,9164.45313364534,2.0,4.0,8452.070404576643
9.550097103732396,0.7503279453515524,171.2735675044208,241.8745220822613,0.7886198214314462,38.38410024093805,9997.818836824164,1.0,2.0,9702.46708433443
9.85048382878713,0.13878370750083524,201.09692843531047,378.6287532376252,0.009011713467537041,27.357964700412353,9380.992326090833,1.0,2.0,9836.923115277605
1.9189849130102599,0.8871111915934472,800.5862175725832,236.31760731468182,0.7020907849205728,75.28804036082532,9647.671309992334,3.0,3.0,8724.580599834972
2.6937551796978343,0.814355571063942,155.85651577787084,321.21328122854413,0.9711573561265834,9.746431648593546,9579.419466283432,2.0,4.0,8186.020019176999
7.704433750202613,0.13653496793736752,101.52233045003611,446.46868816712765,0.466842538075219,85.82183746368331,9029.026385409374,2.0,1.0,8405.51366967808
8.45305130964045,0.8714737740562678,996.4388287898789,448.28138663634945,0.8876769485325272,10.399807371303481,9041.43215435199,3.0,2.0,7353.739206726104
7.931473848062059,0.058478327456682355,233.1556118602033,149.04137226060044,0.7536019909197312,13.359255081450316,9153.720484086663,1.0,4.0,8666.276302623355
0.3395980154872469,0.8807465769593954,623.0985315275627,283.50758051518085,0.8032014204203316,0.2291684664089355,9801.910722745526,2.0,1.0,8563.084536979455
2.962161154585161,0.9987947103240233,317.3559049110255,214.3751149838616,0.19794531097044832,19.014446160110644,9334.718379386652,3.0,1.0,9150.456108906945
0.5918918836946752,0.937472472346288,41.53599201948766,244.94848452066717,0.6695405476813068,41.59191958745545,9175.495527560692,1.0,4.0,8693.372777600873
1.4192663456553178,0.7538196879274169,33.285649736047304,400.60470548654837,0.20281922528235674,83.70838164416003,9097.61798347084,3.0,3.0,8657.00102822072
5.230754389241258,0.9351519735013247,232.858412054753,388.4104388333385,0.9121754192134524,47.9561594250271,9452.355835325327,1.0,5.0,8546.108752168586
5.988084970068891,0.11377638232327636,914.4702002472667,142.5244590298929,0.3296644201478811,98.78934229452676,9567.273169471218,2.0,4.0,10149.14159024933
8.195031615714765,0.8549052926601226,487.94507308392775,156.4762103122721,0.909714697303156,73.06651927819121,9308.259812813267,3.0,1.0,7449.456928797411
3.1948853586298123,0.2605250386699942,961.738275427943,115.48075613232017,0.23608292010013876,3.1972956809061204,9132.107857568224,1.0,2.0,9816.792721941418
3.294863192190257,0.7195751411620094,181.7423440093211,472.14933038947225,0.6622986776209571,78.22156364049275,9823.96016320472,2.0,4.0,8517.102494987485
3.802009983458432,0.6814054126392605,673.3628236805117,272.8112284082373,0.7052325062762762,37.74221207974844,9741.501061288005,2.0,4.0,8831.464892784286
